doc=[0.0378537	0	0	0	0	0.0128595	0.00921723	0	0	0	0	0	0	0.0251391	0	0.0257189	0.00642973	0.0301871	0.0184345	0	0.00546211	0	0.0104849	0.00642973	0.00886794	0	0	0.00642973	0.0104849	0.0150935	0.0257189	0.0163863	0.0192892	0.115283	0.0163863	0.0163863	0	0	0.00754677	0.00546211	0	0.0184345	0	0.0354718	0	0	0	0	0.0128595	0.0251391	0.00642973	0.0419397	0	0	0	0.0177359	0.00886794	0.00886794	0.0177359	0.0125696	0.167759	0.0310155	0.0209698	0.0251391	0.0125696	0.0775386	0.0310155	0.0620309	0.0209698	0.0209698	0.0310155	0.0155077	0.0155077	0.0155077	0.0155077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.0507871	0	0	0	0	0.0295768	0.0211996	0	0.02891	0	0	0	0	0	0	0	0.0147884	0	0	0	0.0125629	0.0241153	0	0	0.0407925	0.0203963	0.0347151	0.0147884	0	0.0347151	0	0.0502515	0.0295768	0	0.0125629	0.0125629	0	0	0	0	0	0	0	0.0407925	0.0739419	0	0	0	0	0	0	0	0	0	0	0	0.0203963	0.0203963	0.0407925	0	0.0482306	0	0	0	0	0	0	0	0.0241153	0.0241153	0	0	0	0	0	0.0241153	0	0	0	0	0.11564	0	0.17346	0	0	0	0	0	0	0.0713355	0.02891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0763187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391608	0	0	0	0	0	0	0	0.279835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104389	0	0	0	0	0	0	0	0	0	0	0	0.133019	0	0	0	0	0.170226	0	0	0	0.260972	0.306106	0	0	0	0	0	0	0	0.170226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.0512139	0	0	0	0	0.0260972	0.0187056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061262	0	0	0	0.0260972	0.0443395	0	0	0.0443395	0	0	0	0	0	0	0	0	0	0.0260972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425564	0.0425564	0	0	0	0	0	0	0	0	0	0	0.153053	0.0629431	0.153053	0.251772	0.0629431	0.0629431	0.0629431	0.125886	0.125886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.0870636	0	0	0	0	0	0	0	0	0	0	0	0	0.23128	0.11564	0.0591535	0.0591535	0.138861	0.0423993	0.142671	0.100503	0.0964613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.081161	0	0	0	0	0	0.0215589	0	0	0	0	0	0	0	0	0.0300781	0	0.176518	0.0107795	0	0	0	0.0245241	0.015039	0.020742	0.020742	0.0353035	0.015039	0.0245241	0.070607	0.0451171	0.0127758	0.015039	0.20742	0.0255516	0.0255516	0.0588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.130595	0.535017	0	0	0	0.0443652	0.0317994	0.214007	0.0867301	0.107003	0.214007	0.107003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.0435318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260363	0	0.0376886	0	0.0953983	0	0	0	0	0	0	0.0443652	0	0.0887303	0	0	0	0.144692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867301	0	0	0	0	0	0	0	0	;
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127198	0	0.0753772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578768	0.17346	0.17346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0	0	0	0	0	0.034127	0.0122306	0	0	0	0	0	0	0	0	0	0.034127	0	0	0	0.0144956	0	0	0	0	0.0235341	0.0801118	0	0	0.020028	0	0.0434868	0.034127	0	0.0289912	0.0289912	0	0	0.020028	0.0289912	0	0.0244611	0	0.0470683	0.0682541	0	0	0	0	0	0	0	0	0.0556507	0	0.0235341	0.0235341	0.0235341	0.0470683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166952	0.0823102	0.0333577	0.0834761	0.0411551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.0338111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00861459	0.0689168	0	0.0246986	0	0	0	0	0.0172292	0	0.0118813	0.0202224	0.00861459	0	0	0.0603022	0.0365909	0.043073	0	0	0	0.0842039	0.0101112	0.0202224	0.043909	0.0140478	0.0864451	0	0	0	0	0	0	0.0516876	0	0.00861459	0	0	0	0	0	0	0	0	0	0.056191	0	0.0140478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505224	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415547	0.0207773	0.0831094	0.0831094	0.0336816	0.0207773	0.0207773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.0199382	0	0	0	0	0.0135466	0.00485488	0	0	0	0	0	0	0	0	0.0135466	0	0.00795003	0.0145646	0	0.011508	0	0.0110452	0.0338665	0.0093418	0	0	0.00677331	0.0110452	0.0159001	0.0270932	0.0172619	0.0135466	0	0.011508	0.0402779	0	0.0238501	0.0238501	0.0345239	0.154633	0.0291293	0.0163364	0.0373672	0.0745064	0.10593	0.0326728	0.0326728	0.0474131	0.0264825	0.0203199	0.0220904	0.0163364	0.0331355	0.0110452	0.0093418	0.0093418	0.0093418	0.0186836	0.0132412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0628143	0	0.317994	0	0	0	0	0	0	0.0739419	0	0.295768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;
0.0162567	0	0	0	0	0	0.00263896	0	0	0	0	0	0	0	0.014395	0.0441811	0.0404993	0.00864277	0.0712519	0	0.0156384	0.00600381	0	0.0368176	0	0	0	0.0110453	0	0	0.0331358	0	0	0.0406233	0.00312768	0.00312768	0	0.0388925	0.0129642	0.0125107	0	0.0818077	0	0	0.00368176	0	0	0	0.014727	0	0.029454	0.0180114	0	0	0.0180114	0.00507791	0	0	0	0	0	0	0.00600381	0.014395	0.0287901	0	0	0	0	0	0	0	0	0	0	0.0240153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014395	0	0	0	0	0.00719751	0	0	0.0266398	0.0266398	0.0177599	0.0621596	0.0359876	0.0266398	0.0480305	0.00719751	0.014395	0.0266398	0.00887994	0.0177599	0.0177599	0.00887994	0.0532797	0.00887994	0.0177599	0.0266398	0.00887994	0.00887994	0.00719751	0	0	0	0	0	0	0	0	;
];
###############################

doc2=[0.0131215	0.00920749	0	0	0	0.00265665	0.00280242	0.003683	0.00182387	0.0018415	0.003683	0.0018415	0	0.00410601	0.00208321	0.00536123	0.00509725	0.0125097	0.013488	0.00196604	0.00116476	0.00180982	0.00189401	0.00627876	0.00206935	0.00198153	0.00458811	0.00195685	0.00189401	0.00521933	0.00702514	0.00438541	0.00387842	0.0719034	0.0033031	0.00699931	0.00544774	0.0061915	0.0021551	0.00935661	0.00848055	0.0760616	0.000382497	0.00332637	0.0108078	0.010486	0.000764993	0.000764993	0.0109093	0.00153898	0.0291598	0.00266294	0.000382497	0.00604062	0.00431415	0.00138348	0.00112031	0.00112031	0.00224061	0.000769488	0.00831677	0.00113372	0.00137874	0.00140859	0.00143879	0.0028343	0.00113372	0.00226744	0.00148081	0.00148081	0.00113372	0.00056686	0.00056686	0.00056686	0.00056686	0.00353154	0.00120212	0.00195451	-0.000128441	0.00060106	0.00290021	0.00064777	0.00356276	0.00259108	0.00064777	0.00064777	0.00064777	0.00129554	0.00129554	0.000817416	0.00082094	0.00120688	0.000603438	0.00241375	0.00241375	0.00122305	0.000603438	0.000603438	0.000906191	0.000906191	0.000604128	0.00211445	0.0308396	0.000906191	-0.00530992	-0.00338402	-0.00313918	0.000906191	0.000302064	0.000604128	0.000604128	0.000302064	0.00181238	0.000302064	0.000604128	0.000906191	0.000302064	0.000302064	0.00230852	0	0	0	0	0	0	0	0	;
0.0121635	0.0195512	0	0	0	0.00527923	0.00343114	0.0078205	0.00404392	0.00391025	0.0078205	0.00391025	0	0.00238257	0.00117658	0.00259298	0.00327371	0.00458278	0.00284263	0.00129205	0.00235324	0.00165699	0.00114843	0.018233	0.00220529	0.0017448	0.00591672	0.00135532	0.00114843	0.00378067	0.00438831	0.00597611	0.00371194	0.00832734	0.00380021	0.023818	0.00182138	0.00307516	0.00254508	0.00466265	0.0348203	0.0113873	0.00102736	0.00539334	0.0479496	0.0514835	0.00205471	0.00205471	0.00497105	0.00195348	0.00553639	0.0020316	0.00102736	0.028668	0.00169666	0.00153782	0.00200757	0.00200757	0.00401514	0.000976741	0.00406284	0.000355398	0.000464616	0.000417386	0.000402678	0.000888496	0.000355398	0.000710797	0.00218756	0.00218756	0.000355398	0.000177699	0.000177699	0.000177699	0.000177699	0.0059216	0.00245343	0.0016071	-0.000201392	0.00122672	0.00787782	0.00180116	0.00962687	0.00720464	0.00180116	0.00180116	0.00180116	0.00360232	0.00360232	0.00215789	0.00100385	0.00050403	0.000252015	0.00100806	0.00100806	0.000473196	0.000252015	0.000252015	0.000239329	0.000239329	0.000159553	0.000558435	0.00235333	0.000239329	-0.000579504	-0.000616079	-0.000551417	0.000239329	7.97764e-05	0.000159553	0.000159553	7.97764e-05	0.000478658	7.97764e-05	0.000159553	0.000239329	7.97764e-05	7.97764e-05	0.00056831	0	0	0	0	0	0	0	0	;
